city,state,semana_epidemiologica,date,casos,casos_novos,obitos,obitos_novos
Tatuí,SP,202013,2020-03-26,1,1,0,0
Tatuí,SP,202013,2020-03-27,1,0,0,0
Tatuí,SP,202013,2020-03-28,1,0,0,0
Tatuí,SP,202014,2020-03-29,1,0,0,0
Tatuí,SP,202014,2020-03-30,1,0,0,0
Tatuí,SP,202014,2020-03-31,1,0,0,0
Tatuí,SP,202014,2020-04-01,1,0,0,0
Jaú,SP,202014,2020-04-02,1,1,0,0
Tatuí,SP,202014,2020-04-02,1,0,0,0
Jaú,SP,202014,2020-04-03,1,0,0,0
Tatuí,SP,202014,2020-04-03,1,0,0,0
Botucatu,SP,202014,2020-04-04,7,7,0,0
Jaú,SP,202014,2020-04-04,1,0,0,0
Tatuí,SP,202014,2020-04-04,1,0,0,0
Botucatu,SP,202015,2020-04-05,7,0,0,0
Jaú,SP,202015,2020-04-05,1,0,0,0
Tatuí,SP,202015,2020-04-05,1,0,0,0
Botucatu,SP,202015,2020-04-06,7,0,0,0
Jaú,SP,202015,2020-04-06,1,0,0,0
Tatuí,SP,202015,2020-04-06,1,0,0,0
Botucatu,SP,202015,2020-04-07,8,1,0,0
Jaú,SP,202015,2020-04-07,1,0,0,0
Tatuí,SP,202015,2020-04-07,2,1,0,0
Avaré,SP,202015,2020-04-08,1,1,0,0
Botucatu,SP,202015,2020-04-08,9,1,1,1
Jaú,SP,202015,2020-04-08,1,0,0,0
Tatuí,SP,202015,2020-04-08,2,0,0,0
Avaré,SP,202015,2020-04-09,3,2,0,0
Botucatu,SP,202015,2020-04-09,15,6,1,0
Jaú,SP,202015,2020-04-09,1,0,0,0
Tatuí,SP,202015,2020-04-09,2,0,0,0
Avaré,SP,202015,2020-04-10,3,0,0,0
Botucatu,SP,202015,2020-04-10,15,0,1,0
Jaú,SP,202015,2020-04-10,1,0,0,0
Tatuí,SP,202015,2020-04-10,4,2,0,0
Avaré,SP,202015,2020-04-11,3,0,0,0
Botucatu,SP,202015,2020-04-11,15,0,1,0
Jaú,SP,202015,2020-04-11,1,0,0,0
Tatuí,SP,202015,2020-04-11,4,0,0,0
Avaré,SP,202016,2020-04-12,3,0,0,0
Botucatu,SP,202016,2020-04-12,15,0,1,0
Jaú,SP,202016,2020-04-12,1,0,0,0
Tatuí,SP,202016,2020-04-12,4,0,0,0
Avaré,SP,202016,2020-04-13,3,0,0,0
Botucatu,SP,202016,2020-04-13,16,1,1,0
Jaú,SP,202016,2020-04-13,1,0,0,0
Tatuí,SP,202016,2020-04-13,4,0,0,0
Avaré,SP,202016,2020-04-14,3,0,1,1
Botucatu,SP,202016,2020-04-14,23,7,2,1
Jaú,SP,202016,2020-04-14,1,0,0,0
Tatuí,SP,202016,2020-04-14,5,1,0,0
Avaré,SP,202016,2020-04-15,5,2,1,0
Botucatu,SP,202016,2020-04-15,23,0,2,0
Jaú,SP,202016,2020-04-15,3,2,0,0
Tatuí,SP,202016,2020-04-15,6,1,0,0
Avaré,SP,202016,2020-04-16,6,1,1,0
Botucatu,SP,202016,2020-04-16,24,1,2,0
Jaú,SP,202016,2020-04-16,3,0,0,0
Tatuí,SP,202016,2020-04-16,6,0,0,0
Avaré,SP,202016,2020-04-17,9,3,1,0
Botucatu,SP,202016,2020-04-17,27,3,2,0
Jaú,SP,202016,2020-04-17,3,0,0,0
Tatuí,SP,202016,2020-04-17,6,0,0,0
Avaré,SP,202016,2020-04-18,9,0,1,0
Botucatu,SP,202016,2020-04-18,27,0,2,0
Jaú,SP,202016,2020-04-18,4,1,0,0
Tatuí,SP,202016,2020-04-18,6,0,0,0
Avaré,SP,202017,2020-04-19,8,-1,1,0
Botucatu,SP,202017,2020-04-19,27,0,2,0
Jaú,SP,202017,2020-04-19,4,0,0,0
Tatuí,SP,202017,2020-04-19,6,0,0,0
Avaré,SP,202017,2020-04-20,8,0,1,0
Botucatu,SP,202017,2020-04-20,27,0,2,0
Jaú,SP,202017,2020-04-20,4,0,0,0
Tatuí,SP,202017,2020-04-20,6,0,0,0
Avaré,SP,202017,2020-04-21,8,0,1,0
Botucatu,SP,202017,2020-04-21,28,1,2,0
Jaú,SP,202017,2020-04-21,5,1,0,0
Tatuí,SP,202017,2020-04-21,7,1,0,0
Avaré,SP,202017,2020-04-22,8,0,1,0
Botucatu,SP,202017,2020-04-22,28,0,2,0
Jaú,SP,202017,2020-04-22,5,0,0,0
Tatuí,SP,202017,2020-04-22,7,0,0,0
Avaré,SP,202017,2020-04-23,8,0,1,0
Botucatu,SP,202017,2020-04-23,28,0,2,0
Jaú,SP,202017,2020-04-23,5,0,0,0
Tatuí,SP,202017,2020-04-23,8,1,0,0
Avaré,SP,202017,2020-04-24,10,2,1,0
Botucatu,SP,202017,2020-04-24,35,7,2,0
Jaú,SP,202017,2020-04-24,5,0,0,0
Tatuí,SP,202017,2020-04-24,8,0,0,0
Avaré,SP,202017,2020-04-25,11,1,1,0
Botucatu,SP,202017,2020-04-25,38,3,2,0
Jaú,SP,202017,2020-04-25,5,0,0,0
Tatuí,SP,202017,2020-04-25,8,0,0,0
Avaré,SP,202018,2020-04-26,11,0,1,0
Botucatu,SP,202018,2020-04-26,38,0,2,0
Jaú,SP,202018,2020-04-26,10,5,0,0
Tatuí,SP,202018,2020-04-26,8,0,0,0
Avaré,SP,202018,2020-04-27,11,0,1,0
Botucatu,SP,202018,2020-04-27,40,2,2,0
Jaú,SP,202018,2020-04-27,10,0,0,0
Tatuí,SP,202018,2020-04-27,11,3,0,0
Avaré,SP,202018,2020-04-28,15,4,1,0
Botucatu,SP,202018,2020-04-28,52,12,2,0
Jaú,SP,202018,2020-04-28,13,3,0,0
Tatuí,SP,202018,2020-04-28,13,2,1,1
Avaré,SP,202018,2020-04-29,17,2,1,0
Botucatu,SP,202018,2020-04-29,56,4,4,2
Jaú,SP,202018,2020-04-29,13,0,0,0
Tatuí,SP,202018,2020-04-29,14,1,1,0
Avaré,SP,202018,2020-04-30,21,4,1,0
Botucatu,SP,202018,2020-04-30,67,11,4,0
Jaú,SP,202018,2020-04-30,14,1,0,0
Tatuí,SP,202018,2020-04-30,17,3,1,0
Avaré,SP,202018,2020-05-01,22,1,1,0
Botucatu,SP,202018,2020-05-01,73,6,4,0
Jaú,SP,202018,2020-05-01,24,10,0,0
Tatuí,SP,202018,2020-05-01,17,0,1,0
Avaré,SP,202018,2020-05-02,22,0,1,0
Botucatu,SP,202018,2020-05-02,74,1,4,0
Jaú,SP,202018,2020-05-02,26,2,0,0
Tatuí,SP,202018,2020-05-02,18,1,1,0
Avaré,SP,202019,2020-05-03,22,0,1,0
Botucatu,SP,202019,2020-05-03,74,0,4,0
Jaú,SP,202019,2020-05-03,26,0,0,0
Tatuí,SP,202019,2020-05-03,18,0,1,0
Avaré,SP,202019,2020-05-04,22,0,1,0
Botucatu,SP,202019,2020-05-04,74,0,4,0
Jaú,SP,202019,2020-05-04,26,0,0,0
Tatuí,SP,202019,2020-05-04,18,0,1,0
Avaré,SP,202019,2020-05-05,24,2,1,0
Botucatu,SP,202019,2020-05-05,74,0,4,0
Jaú,SP,202019,2020-05-05,31,5,0,0
Tatuí,SP,202019,2020-05-05,19,1,1,0
Avaré,SP,202019,2020-05-06,27,3,2,1
Botucatu,SP,202019,2020-05-06,84,10,4,0
Jaú,SP,202019,2020-05-06,44,13,0,0
Tatuí,SP,202019,2020-05-06,20,1,1,0
Avaré,SP,202019,2020-05-07,28,1,2,0
Botucatu,SP,202019,2020-05-07,88,4,5,1
Jaú,SP,202019,2020-05-07,43,-1,0,0
Tatuí,SP,202019,2020-05-07,27,7,2,1
Avaré,SP,202019,2020-05-08,28,0,2,0
Botucatu,SP,202019,2020-05-08,90,2,5,0
Jaú,SP,202019,2020-05-08,59,16,1,1
Tatuí,SP,202019,2020-05-08,28,1,2,0
Avaré,SP,202019,2020-05-09,29,1,2,0
Botucatu,SP,202019,2020-05-09,95,5,5,0
Jaú,SP,202019,2020-05-09,60,1,1,0
Tatuí,SP,202019,2020-05-09,29,1,2,0
Avaré,SP,202020,2020-05-10,29,0,2,0
Botucatu,SP,202020,2020-05-10,101,6,5,0
Jaú,SP,202020,2020-05-10,68,8,1,0
Tatuí,SP,202020,2020-05-10,29,0,2,0
Avaré,SP,202020,2020-05-11,29,0,2,0
Botucatu,SP,202020,2020-05-11,101,0,5,0
Jaú,SP,202020,2020-05-11,68,0,1,0
Tatuí,SP,202020,2020-05-11,29,0,2,0
Avaré,SP,202020,2020-05-12,30,1,2,0
Botucatu,SP,202020,2020-05-12,106,5,5,0
Jaú,SP,202020,2020-05-12,69,1,1,0
Tatuí,SP,202020,2020-05-12,30,1,2,0
Avaré,SP,202020,2020-05-13,34,4,3,1
Botucatu,SP,202020,2020-05-13,121,15,5,0
Jaú,SP,202020,2020-05-13,87,18,2,1
Tatuí,SP,202020,2020-05-13,40,10,2,0
Avaré,SP,202020,2020-05-14,34,0,3,0
Botucatu,SP,202020,2020-05-14,124,3,5,0
Jaú,SP,202020,2020-05-14,90,3,2,0
Tatuí,SP,202020,2020-05-14,47,7,2,0
Avaré,SP,202020,2020-05-15,38,4,3,0
Botucatu,SP,202020,2020-05-15,130,6,5,0
Jaú,SP,202020,2020-05-15,98,8,2,0
Tatuí,SP,202020,2020-05-15,48,1,2,0
Avaré,SP,202020,2020-05-16,41,3,3,0
Botucatu,SP,202020,2020-05-16,143,13,6,1
Jaú,SP,202020,2020-05-16,108,10,2,0
Tatuí,SP,202020,2020-05-16,48,0,2,0
Avaré,SP,202021,2020-05-17,41,0,3,0
Botucatu,SP,202021,2020-05-17,151,8,6,0
Jaú,SP,202021,2020-05-17,108,0,2,0
Tatuí,SP,202021,2020-05-17,53,5,3,1
Avaré,SP,202021,2020-05-18,41,0,3,0
Botucatu,SP,202021,2020-05-18,159,8,6,0
Jaú,SP,202021,2020-05-18,108,0,2,0
Tatuí,SP,202021,2020-05-18,53,0,3,0
Avaré,SP,202021,2020-05-19,43,2,3,0
Botucatu,SP,202021,2020-05-19,160,1,7,1
Jaú,SP,202021,2020-05-19,110,2,2,0
Tatuí,SP,202021,2020-05-19,55,2,4,1
Avaré,SP,202021,2020-05-20,41,-2,3,0
Botucatu,SP,202021,2020-05-20,183,23,7,0
Jaú,SP,202021,2020-05-20,129,19,3,1
Tatuí,SP,202021,2020-05-20,58,3,4,0
Avaré,SP,202021,2020-05-21,41,0,3,0
Botucatu,SP,202021,2020-05-21,193,10,7,0
Jaú,SP,202021,2020-05-21,151,22,4,1
Tatuí,SP,202021,2020-05-21,63,5,4,0
Avaré,SP,202021,2020-05-22,42,1,3,0
Botucatu,SP,202021,2020-05-22,196,3,7,0
Jaú,SP,202021,2020-05-22,161,10,5,1
Tatuí,SP,202021,2020-05-22,82,19,6,2
Avaré,SP,202021,2020-05-23,42,0,3,0
Botucatu,SP,202021,2020-05-23,204,8,7,0
Jaú,SP,202021,2020-05-23,163,2,5,0
Tatuí,SP,202021,2020-05-23,89,7,6,0
Avaré,SP,202022,2020-05-24,42,0,3,0
Botucatu,SP,202022,2020-05-24,217,13,7,0
Jaú,SP,202022,2020-05-24,170,7,5,0
Tatuí,SP,202022,2020-05-24,90,1,6,0
Avaré,SP,202022,2020-05-25,42,0,3,0
Botucatu,SP,202022,2020-05-25,218,1,7,0
Jaú,SP,202022,2020-05-25,171,1,5,0
Tatuí,SP,202022,2020-05-25,91,1,6,0
Avaré,SP,202022,2020-05-26,42,0,3,0
Botucatu,SP,202022,2020-05-26,218,0,7,0
Jaú,SP,202022,2020-05-26,171,0,5,0
Tatuí,SP,202022,2020-05-26,96,5,6,0
Avaré,SP,202022,2020-05-27,49,7,4,1
Botucatu,SP,202022,2020-05-27,238,20,7,0
Jaú,SP,202022,2020-05-27,175,4,6,1
Tatuí,SP,202022,2020-05-27,99,3,6,0
Avaré,SP,202022,2020-05-28,50,1,4,0
Botucatu,SP,202022,2020-05-28,257,19,7,0
Jaú,SP,202022,2020-05-28,181,6,6,0
Tatuí,SP,202022,2020-05-28,112,13,6,0
Avaré,SP,202022,2020-05-29,54,4,5,1
Botucatu,SP,202022,2020-05-29,261,4,7,0
Jaú,SP,202022,2020-05-29,185,4,6,0
Tatuí,SP,202022,2020-05-29,113,1,6,0
Avaré,SP,202022,2020-05-30,56,2,5,0
Botucatu,SP,202022,2020-05-30,276,15,7,0
Jaú,SP,202022,2020-05-30,193,8,6,0
Tatuí,SP,202022,2020-05-30,127,14,6,0
Avaré,SP,202023,2020-05-31,56,0,5,0
Botucatu,SP,202023,2020-05-31,284,8,7,0
Jaú,SP,202023,2020-05-31,193,0,6,0
Tatuí,SP,202023,2020-05-31,142,15,6,0
Avaré,SP,202023,2020-06-01,57,1,5,0
Botucatu,SP,202023,2020-06-01,284,0,7,0
Jaú,SP,202023,2020-06-01,193,0,6,0
Tatuí,SP,202023,2020-06-01,142,0,6,0
Avaré,SP,202023,2020-06-02,57,0,5,0
Botucatu,SP,202023,2020-06-02,302,18,7,0
Jaú,SP,202023,2020-06-02,207,14,6,0
Tatuí,SP,202023,2020-06-02,154,12,7,1
Avaré,SP,202023,2020-06-03,57,0,6,1
Botucatu,SP,202023,2020-06-03,304,2,7,0
Jaú,SP,202023,2020-06-03,209,2,6,0
Tatuí,SP,202023,2020-06-03,163,9,7,0
Avaré,SP,202023,2020-06-04,66,9,7,1
Botucatu,SP,202023,2020-06-04,325,21,7,0
Jaú,SP,202023,2020-06-04,217,8,6,0
Tatuí,SP,202023,2020-06-04,166,3,8,1
Avaré,SP,202023,2020-06-05,70,4,7,0
Botucatu,SP,202023,2020-06-05,344,19,8,1
Jaú,SP,202023,2020-06-05,230,13,6,0
Tatuí,SP,202023,2020-06-05,173,7,8,0
Avaré,SP,202023,2020-06-06,77,7,7,0
Botucatu,SP,202023,2020-06-06,343,-1,9,1
Jaú,SP,202023,2020-06-06,232,2,7,1
Tatuí,SP,202023,2020-06-06,186,13,8,0
Avaré,SP,202024,2020-06-07,79,2,7,0
Botucatu,SP,202024,2020-06-07,378,35,9,0
Jaú,SP,202024,2020-06-07,244,12,7,0
Tatuí,SP,202024,2020-06-07,186,0,8,0
Avaré,SP,202024,2020-06-08,79,0,7,0
Botucatu,SP,202024,2020-06-08,380,2,9,0
Jaú,SP,202024,2020-06-08,245,1,8,1
Tatuí,SP,202024,2020-06-08,188,2,8,0
Avaré,SP,202024,2020-06-09,81,2,7,0
Botucatu,SP,202024,2020-06-09,383,3,9,0
Jaú,SP,202024,2020-06-09,249,4,8,0
Tatuí,SP,202024,2020-06-09,189,1,8,0
Avaré,SP,202024,2020-06-10,83,2,7,0
Botucatu,SP,202024,2020-06-10,393,10,9,0
Jaú,SP,202024,2020-06-10,270,21,8,0
Tatuí,SP,202024,2020-06-10,193,4,8,0
Avaré,SP,202024,2020-06-11,83,0,7,0
Botucatu,SP,202024,2020-06-11,411,18,9,0
Jaú,SP,202024,2020-06-11,272,2,8,0
Tatuí,SP,202024,2020-06-11,204,11,8,0
Avaré,SP,202024,2020-06-12,84,1,7,0
Botucatu,SP,202024,2020-06-12,425,14,9,0
Jaú,SP,202024,2020-06-12,279,7,9,1
Tatuí,SP,202024,2020-06-12,206,2,8,0
Avaré,SP,202024,2020-06-13,84,0,7,0
Botucatu,SP,202024,2020-06-13,426,1,10,1
Jaú,SP,202024,2020-06-13,288,9,10,1
Tatuí,SP,202024,2020-06-13,216,10,9,1
Avaré,SP,202025,2020-06-14,84,0,7,0
Botucatu,SP,202025,2020-06-14,427,1,10,0
Jaú,SP,202025,2020-06-14,289,1,10,0
Tatuí,SP,202025,2020-06-14,232,16,9,0
Avaré,SP,202025,2020-06-15,84,0,7,0
Botucatu,SP,202025,2020-06-15,428,1,10,0
Jaú,SP,202025,2020-06-15,289,0,11,1
Tatuí,SP,202025,2020-06-15,233,1,10,1
Avaré,SP,202025,2020-06-16,86,2,7,0
Botucatu,SP,202025,2020-06-16,444,16,10,0
Jaú,SP,202025,2020-06-16,289,0,11,0
Tatuí,SP,202025,2020-06-16,241,8,10,0
Avaré,SP,202025,2020-06-17,86,0,7,0
Botucatu,SP,202025,2020-06-17,444,0,10,0
Jaú,SP,202025,2020-06-17,291,2,11,0
Tatuí,SP,202025,2020-06-17,243,2,12,2
Avaré,SP,202025,2020-06-18,89,3,7,0
Botucatu,SP,202025,2020-06-18,444,0,10,0
Jaú,SP,202025,2020-06-18,297,6,11,0
Tatuí,SP,202025,2020-06-18,243,0,12,0
Avaré,SP,202025,2020-06-19,97,8,7,0
Botucatu,SP,202025,2020-06-19,484,40,12,2
Jaú,SP,202025,2020-06-19,325,28,11,0
Tatuí,SP,202025,2020-06-19,284,41,14,2
Avaré,SP,202025,2020-06-20,96,-1,7,0
Botucatu,SP,202025,2020-06-20,492,8,13,1
Jaú,SP,202025,2020-06-20,335,10,11,0
Tatuí,SP,202025,2020-06-20,298,14,15,1
Avaré,SP,202026,2020-06-21,96,0,7,0
Botucatu,SP,202026,2020-06-21,515,23,13,0
Jaú,SP,202026,2020-06-21,346,11,11,0
Tatuí,SP,202026,2020-06-21,307,9,15,0
Avaré,SP,202026,2020-06-22,96,0,7,0
Botucatu,SP,202026,2020-06-22,516,1,13,0
Jaú,SP,202026,2020-06-22,346,0,11,0
Tatuí,SP,202026,2020-06-22,313,6,15,0
Avaré,SP,202026,2020-06-23,96,0,11,4
Botucatu,SP,202026,2020-06-23,524,8,13,0
Jaú,SP,202026,2020-06-23,360,14,11,0
Tatuí,SP,202026,2020-06-23,316,3,15,0
Avaré,SP,202026,2020-06-24,110,14,10,-1
Botucatu,SP,202026,2020-06-24,538,14,14,1
Jaú,SP,202026,2020-06-24,384,24,12,1
Tatuí,SP,202026,2020-06-24,336,20,16,1
Avaré,SP,202026,2020-06-25,115,5,10,0
Botucatu,SP,202026,2020-06-25,552,14,14,0
Jaú,SP,202026,2020-06-25,391,7,13,1
Tatuí,SP,202026,2020-06-25,355,19,16,0
Avaré,SP,202026,2020-06-26,118,3,10,0
Botucatu,SP,202026,2020-06-26,583,31,15,1
Jaú,SP,202026,2020-06-26,401,10,13,0
Tatuí,SP,202026,2020-06-26,358,3,18,2
Avaré,SP,202026,2020-06-27,120,2,10,0
Botucatu,SP,202026,2020-06-27,588,5,15,0
Jaú,SP,202026,2020-06-27,414,13,13,0
Tatuí,SP,202026,2020-06-27,361,3,19,1
Avaré,SP,202027,2020-06-28,120,0,10,0
Botucatu,SP,202027,2020-06-28,603,15,15,0
Jaú,SP,202027,2020-06-28,422,8,13,0
Tatuí,SP,202027,2020-06-28,366,5,19,0
Avaré,SP,202027,2020-06-29,121,1,10,0
Botucatu,SP,202027,2020-06-29,625,22,15,0
Jaú,SP,202027,2020-06-29,422,0,13,0
Tatuí,SP,202027,2020-06-29,368,2,19,0
Avaré,SP,202027,2020-06-30,122,1,10,0
Botucatu,SP,202027,2020-06-30,631,6,15,0
Jaú,SP,202027,2020-06-30,427,5,13,0
Tatuí,SP,202027,2020-06-30,386,18,21,2
Avaré,SP,202027,2020-07-01,121,-1,10,0
Botucatu,SP,202027,2020-07-01,655,24,15,0
Jaú,SP,202027,2020-07-01,445,18,13,0
Tatuí,SP,202027,2020-07-01,395,9,21,0
Avaré,SP,202027,2020-07-02,124,3,10,0
Botucatu,SP,202027,2020-07-02,679,24,15,0
Jaú,SP,202027,2020-07-02,460,15,13,0
Tatuí,SP,202027,2020-07-02,412,17,24,3
Avaré,SP,202027,2020-07-03,131,7,10,0
Botucatu,SP,202027,2020-07-03,709,30,15,0
Jaú,SP,202027,2020-07-03,472,12,13,0
Tatuí,SP,202027,2020-07-03,418,6,25,1
Avaré,SP,202027,2020-07-04,132,1,10,0
Botucatu,SP,202027,2020-07-04,712,3,15,0
Jaú,SP,202027,2020-07-04,473,1,13,0
Tatuí,SP,202027,2020-07-04,421,3,25,0
Avaré,SP,202028,2020-07-05,132,0,10,0
Botucatu,SP,202028,2020-07-05,731,19,15,0
Jaú,SP,202028,2020-07-05,484,11,13,0
Tatuí,SP,202028,2020-07-05,423,2,25,0
Avaré,SP,202028,2020-07-06,132,0,10,0
Botucatu,SP,202028,2020-07-06,758,27,15,0
Jaú,SP,202028,2020-07-06,484,0,13,0
Tatuí,SP,202028,2020-07-06,425,2,25,0
Avaré,SP,202028,2020-07-07,139,7,10,0
Botucatu,SP,202028,2020-07-07,771,13,16,1
Jaú,SP,202028,2020-07-07,488,4,14,1
Tatuí,SP,202028,2020-07-07,433,8,25,0
Avaré,SP,202028,2020-07-08,141,2,10,0
Botucatu,SP,202028,2020-07-08,772,1,16,0
Jaú,SP,202028,2020-07-08,497,9,14,0
Tatuí,SP,202028,2020-07-08,439,6,26,1
Avaré,SP,202028,2020-07-09,143,2,10,0
Botucatu,SP,202028,2020-07-09,791,19,17,1
Jaú,SP,202028,2020-07-09,523,26,14,0
Tatuí,SP,202028,2020-07-09,445,6,26,0
Avaré,SP,202028,2020-07-10,157,14,10,0
Botucatu,SP,202028,2020-07-10,818,27,18,1
Jaú,SP,202028,2020-07-10,541,18,14,0
Tatuí,SP,202028,2020-07-10,449,4,26,0
Avaré,SP,202028,2020-07-11,160,3,10,0
Botucatu,SP,202028,2020-07-11,840,22,18,0
Jaú,SP,202028,2020-07-11,550,9,14,0
Tatuí,SP,202028,2020-07-11,458,9,26,0
Avaré,SP,202029,2020-07-12,161,1,10,0
Botucatu,SP,202029,2020-07-12,841,1,18,0
Jaú,SP,202029,2020-07-12,566,16,16,2
Tatuí,SP,202029,2020-07-12,503,45,26,0
Avaré,SP,202029,2020-07-13,161,0,10,0
Botucatu,SP,202029,2020-07-13,841,0,18,0
Jaú,SP,202029,2020-07-13,566,0,16,0
Tatuí,SP,202029,2020-07-13,503,0,26,0
Avaré,SP,202029,2020-07-14,163,2,10,0
Botucatu,SP,202029,2020-07-14,885,44,18,0
Jaú,SP,202029,2020-07-14,571,5,19,3
Tatuí,SP,202029,2020-07-14,544,41,27,1
Avaré,SP,202029,2020-07-15,165,2,10,0
Botucatu,SP,202029,2020-07-15,891,6,19,1
Jaú,SP,202029,2020-07-15,582,11,19,0
Tatuí,SP,202029,2020-07-15,556,12,27,0
Avaré,SP,202029,2020-07-16,167,2,10,0
Botucatu,SP,202029,2020-07-16,900,9,19,0
Jaú,SP,202029,2020-07-16,605,23,20,1
Tatuí,SP,202029,2020-07-16,562,6,27,0
Avaré,SP,202029,2020-07-17,170,3,10,0
Botucatu,SP,202029,2020-07-17,918,18,19,0
Jaú,SP,202029,2020-07-17,645,40,20,0
Tatuí,SP,202029,2020-07-17,574,12,28,1
Avaré,SP,202029,2020-07-18,171,1,10,0
Botucatu,SP,202029,2020-07-18,922,4,19,0
Jaú,SP,202029,2020-07-18,651,6,20,0
Tatuí,SP,202029,2020-07-18,577,3,28,0
Avaré,SP,202030,2020-07-19,171,0,10,0
Botucatu,SP,202030,2020-07-19,923,1,19,0
Jaú,SP,202030,2020-07-19,660,9,20,0
Tatuí,SP,202030,2020-07-19,578,1,28,0
Avaré,SP,202030,2020-07-20,171,0,10,0
Botucatu,SP,202030,2020-07-20,930,7,19,0
Jaú,SP,202030,2020-07-20,662,2,20,0
Tatuí,SP,202030,2020-07-20,579,1,28,0
Avaré,SP,202030,2020-07-21,175,4,11,1
Botucatu,SP,202030,2020-07-21,935,5,19,0
Jaú,SP,202030,2020-07-21,705,43,20,0
Tatuí,SP,202030,2020-07-21,593,14,28,0
Avaré,SP,202030,2020-07-22,187,12,11,0
Botucatu,SP,202030,2020-07-22,1010,75,19,0
Jaú,SP,202030,2020-07-22,710,5,21,1
Tatuí,SP,202030,2020-07-22,660,67,29,1
Avaré,SP,202030,2020-07-23,195,8,11,0
Botucatu,SP,202030,2020-07-23,1051,41,19,0
Jaú,SP,202030,2020-07-23,714,4,22,1
Tatuí,SP,202030,2020-07-23,683,23,34,5
Avaré,SP,202030,2020-07-24,220,25,11,0
Botucatu,SP,202030,2020-07-24,1071,20,23,4
Jaú,SP,202030,2020-07-24,748,34,24,2
Tatuí,SP,202030,2020-07-24,712,29,34,0
Avaré,SP,202030,2020-07-25,220,0,11,0
Botucatu,SP,202030,2020-07-25,1118,47,23,0
Jaú,SP,202030,2020-07-25,785,37,24,0
Tatuí,SP,202030,2020-07-25,776,64,34,0
Avaré,SP,202031,2020-07-26,220,0,11,0
Botucatu,SP,202031,2020-07-26,1120,2,24,1
Jaú,SP,202031,2020-07-26,822,37,24,0
Tatuí,SP,202031,2020-07-26,781,5,34,0
Avaré,SP,202031,2020-07-27,224,4,11,0
Botucatu,SP,202031,2020-07-27,1120,0,24,0
Jaú,SP,202031,2020-07-27,825,3,24,0
Tatuí,SP,202031,2020-07-27,784,3,34,0
Avaré,SP,202031,2020-07-28,252,28,11,0
Botucatu,SP,202031,2020-07-28,1152,32,24,0
Jaú,SP,202031,2020-07-28,846,21,24,0
Tatuí,SP,202031,2020-07-28,845,61,34,0
Avaré,SP,202031,2020-07-29,257,5,11,0
Botucatu,SP,202031,2020-07-29,1170,18,25,1
Jaú,SP,202031,2020-07-29,890,44,25,1
Tatuí,SP,202031,2020-07-29,885,40,36,2
Avaré,SP,202031,2020-07-30,262,5,11,0
Botucatu,SP,202031,2020-07-30,1214,44,25,0
Jaú,SP,202031,2020-07-30,913,23,25,0
