city,state,semana_epidemiologica,date,casos,casos_novos,obitos,obitos_novos
Botucatu,SP,202110,2021-03-12,8503,18,114,1
Jaú,SP,202110,2021-03-12,6285,11,252,1
Tatuí,SP,202110,2021-03-12,4474,5,140,0
Avaré,SP,202110,2021-03-13,3388,56,58,2
Botucatu,SP,202110,2021-03-13,8618,115,115,1
Jaú,SP,202110,2021-03-13,6302,17,252,0
Tatuí,SP,202110,2021-03-13,4484,10,140,0
Avaré,SP,202111,2021-03-14,3429,41,58,0
Botucatu,SP,202111,2021-03-14,8747,129,115,0
Jaú,SP,202111,2021-03-14,6317,15,252,0
Tatuí,SP,202111,2021-03-14,4487,3,140,0
Avaré,SP,202111,2021-03-15,3470,41,58,0
Botucatu,SP,202111,2021-03-15,8760,13,118,3
Jaú,SP,202111,2021-03-15,6323,6,252,0
Tatuí,SP,202111,2021-03-15,4507,20,140,0
Avaré,SP,202111,2021-03-16,3556,86,60,2
Botucatu,SP,202111,2021-03-16,8772,12,118,0
Jaú,SP,202111,2021-03-16,6336,13,252,0
Tatuí,SP,202111,2021-03-16,4519,12,140,0
Avaré,SP,202111,2021-03-17,3604,48,68,8
Botucatu,SP,202111,2021-03-17,8937,165,121,3
Jaú,SP,202111,2021-03-17,6346,10,252,0
Tatuí,SP,202111,2021-03-17,4527,8,140,0
Avaré,SP,202111,2021-03-18,3668,64,70,2
Botucatu,SP,202111,2021-03-18,9097,160,124,3
Jaú,SP,202111,2021-03-18,6370,24,254,2
Tatuí,SP,202111,2021-03-18,4554,27,140,0
Avaré,SP,202111,2021-03-19,3709,41,70,0
Botucatu,SP,202111,2021-03-19,9166,69,125,1
Jaú,SP,202111,2021-03-19,6395,25,257,3
Tatuí,SP,202111,2021-03-19,4591,37,140,0
Avaré,SP,202111,2021-03-20,3762,53,70,0
Botucatu,SP,202111,2021-03-20,9249,83,127,2
Jaú,SP,202111,2021-03-20,6419,24,257,0
Tatuí,SP,202111,2021-03-20,4624,33,149,9
Avaré,SP,202112,2021-03-21,3790,28,70,0
Botucatu,SP,202112,2021-03-21,9254,5,126,-1
Jaú,SP,202112,2021-03-21,6430,11,257,0
Tatuí,SP,202112,2021-03-21,4650,26,151,2
Avaré,SP,202112,2021-03-22,3818,28,70,0
Botucatu,SP,202112,2021-03-22,9258,4,126,0
Jaú,SP,202112,2021-03-22,6431,1,257,0
Tatuí,SP,202112,2021-03-22,4667,17,151,0
Avaré,SP,202112,2021-03-23,3855,37,72,2
Botucatu,SP,202112,2021-03-23,9342,84,132,6
Jaú,SP,202112,2021-03-23,6463,32,259,2
Tatuí,SP,202112,2021-03-23,4674,7,154,3
Avaré,SP,202112,2021-03-24,3967,112,72,0
Botucatu,SP,202112,2021-03-24,9431,89,133,1
Jaú,SP,202112,2021-03-24,6496,33,259,0
Tatuí,SP,202112,2021-03-24,4698,24,154,0
Avaré,SP,202112,2021-03-25,4019,52,74,2
Botucatu,SP,202112,2021-03-25,9440,9,133,0
Jaú,SP,202112,2021-03-25,6506,10,259,0
Tatuí,SP,202112,2021-03-25,4733,35,162,8
Avaré,SP,202112,2021-03-26,4079,60,79,5
Botucatu,SP,202112,2021-03-26,9630,190,143,10
Jaú,SP,202112,2021-03-26,6523,17,262,3
Tatuí,SP,202112,2021-03-26,4758,25,163,1
Avaré,SP,202112,2021-03-27,4112,33,79,0
Botucatu,SP,202112,2021-03-27,9769,139,146,3
Jaú,SP,202112,2021-03-27,6535,12,263,1
Tatuí,SP,202112,2021-03-27,4769,11,163,0
Avaré,SP,202113,2021-03-28,4161,49,79,0
Botucatu,SP,202113,2021-03-28,9773,4,146,0
Jaú,SP,202113,2021-03-28,6546,11,263,0
Tatuí,SP,202113,2021-03-28,4774,5,163,0
Avaré,SP,202113,2021-03-29,4185,24,79,0
Botucatu,SP,202113,2021-03-29,9776,3,147,1
Jaú,SP,202113,2021-03-29,6550,4,263,0
Tatuí,SP,202113,2021-03-29,4779,5,163,0
Avaré,SP,202113,2021-03-30,4233,48,85,6
Botucatu,SP,202113,2021-03-30,9827,51,149,2
Jaú,SP,202113,2021-03-30,6566,16,270,7
Tatuí,SP,202113,2021-03-30,4799,20,163,0
Avaré,SP,202113,2021-03-31,4275,42,87,2
Botucatu,SP,202113,2021-03-31,9930,103,156,7
Jaú,SP,202113,2021-03-31,6594,28,297,27
Tatuí,SP,202113,2021-03-31,4829,30,172,9
Avaré,SP,202113,2021-04-01,4341,66,91,4
Botucatu,SP,202113,2021-04-01,10081,151,157,1
Jaú,SP,202113,2021-04-01,6661,67,301,4
Tatuí,SP,202113,2021-04-01,4839,10,173,1
Avaré,SP,202113,2021-04-02,4375,34,95,4
Botucatu,SP,202113,2021-04-02,10157,76,159,2
Jaú,SP,202113,2021-04-02,6704,43,304,3
Tatuí,SP,202113,2021-04-02,4843,4,175,2
Avaré,SP,202113,2021-04-03,4413,38,95,0
Botucatu,SP,202113,2021-04-03,10168,11,159,0
Jaú,SP,202113,2021-04-03,6708,4,304,0
Tatuí,SP,202113,2021-04-03,4851,8,175,0
Avaré,SP,202114,2021-04-04,4489,76,95,0
Botucatu,SP,202114,2021-04-04,10171,3,159,0
Jaú,SP,202114,2021-04-04,6715,7,304,0
Tatuí,SP,202114,2021-04-04,4900,49,185,10
Avaré,SP,202114,2021-04-05,4504,15,92,-3
Botucatu,SP,202114,2021-04-05,10181,10,159,0
Jaú,SP,202114,2021-04-05,6718,3,304,0
Tatuí,SP,202114,2021-04-05,4904,4,185,0
Avaré,SP,202114,2021-04-06,4561,57,92,0
Botucatu,SP,202114,2021-04-06,10294,113,162,3
Jaú,SP,202114,2021-04-06,6734,16,304,0
Tatuí,SP,202114,2021-04-06,4906,2,186,1
Avaré,SP,202114,2021-04-07,4639,78,92,0
Botucatu,SP,202114,2021-04-07,10369,75,163,1
Jaú,SP,202114,2021-04-07,6749,15,309,5
Tatuí,SP,202114,2021-04-07,4913,7,186,0
Avaré,SP,202114,2021-04-08,4691,52,94,2
Botucatu,SP,202114,2021-04-08,10506,137,165,2
Jaú,SP,202114,2021-04-08,6762,13,309,0
Tatuí,SP,202114,2021-04-08,4922,9,189,3
Avaré,SP,202114,2021-04-09,4738,47,100,6
Botucatu,SP,202114,2021-04-09,10533,27,166,1
Jaú,SP,202114,2021-04-09,6778,16,309,0
Tatuí,SP,202114,2021-04-09,4941,19,197,8
Avaré,SP,202114,2021-04-10,4801,63,105,5
Botucatu,SP,202114,2021-04-10,10576,43,169,3
Jaú,SP,202114,2021-04-10,6788,10,309,0
Tatuí,SP,202114,2021-04-10,4946,5,197,0
Avaré,SP,202115,2021-04-11,4911,110,105,0
Botucatu,SP,202115,2021-04-11,10629,53,171,2
Jaú,SP,202115,2021-04-11,6789,1,309,0
Tatuí,SP,202115,2021-04-11,4989,43,225,28
Avaré,SP,202115,2021-04-12,4930,19,105,0
Botucatu,SP,202115,2021-04-12,10633,4,174,3
Jaú,SP,202115,2021-04-12,6792,3,309,0
Tatuí,SP,202115,2021-04-12,4989,0,225,0
Avaré,SP,202115,2021-04-13,5004,74,109,4
Botucatu,SP,202115,2021-04-13,10646,13,175,1
Jaú,SP,202115,2021-04-13,6800,8,310,1
Tatuí,SP,202115,2021-04-13,5008,19,232,7
Avaré,SP,202115,2021-04-14,5078,74,109,0
Botucatu,SP,202115,2021-04-14,10660,14,177,2
Jaú,SP,202115,2021-04-14,6813,13,312,2
Tatuí,SP,202115,2021-04-14,5024,16,233,1
Avaré,SP,202115,2021-04-15,5163,85,109,0
Botucatu,SP,202115,2021-04-15,10669,9,177,0
Jaú,SP,202115,2021-04-15,6824,11,315,3
Tatuí,SP,202115,2021-04-15,5036,12,235,2
Avaré,SP,202115,2021-04-16,5233,70,112,3
Botucatu,SP,202115,2021-04-16,10678,9,180,3
Jaú,SP,202115,2021-04-16,6836,12,333,18
Tatuí,SP,202115,2021-04-16,5055,19,237,2
Avaré,SP,202115,2021-04-17,5272,39,114,2
Botucatu,SP,202115,2021-04-17,10689,11,183,3
Jaú,SP,202115,2021-04-17,6874,38,337,4
Tatuí,SP,202115,2021-04-17,5061,6,237,0
Avaré,SP,202116,2021-04-18,5311,39,114,0
Botucatu,SP,202116,2021-04-18,10697,8,183,0
Jaú,SP,202116,2021-04-18,6875,1,337,0
Tatuí,SP,202116,2021-04-18,5066,5,238,1
Avaré,SP,202116,2021-04-19,5320,9,114,0
Botucatu,SP,202116,2021-04-19,10699,2,183,0
Jaú,SP,202116,2021-04-19,6881,6,337,0
Tatuí,SP,202116,2021-04-19,5075,9,238,0
Avaré,SP,202116,2021-04-20,5411,91,116,2
Botucatu,SP,202116,2021-04-20,10715,16,189,6
Jaú,SP,202116,2021-04-20,6914,33,339,2
Tatuí,SP,202116,2021-04-20,5087,12,242,4
Avaré,SP,202116,2021-04-21,5519,108,118,2
Botucatu,SP,202116,2021-04-21,10738,23,191,2
Jaú,SP,202116,2021-04-21,6934,20,346,7
Tatuí,SP,202116,2021-04-21,5099,12,247,5
Avaré,SP,202116,2021-04-22,5588,69,118,0
Botucatu,SP,202116,2021-04-22,10754,16,192,1
Jaú,SP,202116,2021-04-22,6945,11,346,0
Tatuí,SP,202116,2021-04-22,5104,5,253,6
Avaré,SP,202116,2021-04-23,5641,53,121,3
Botucatu,SP,202116,2021-04-23,10778,24,193,1
Jaú,SP,202116,2021-04-23,6967,22,346,0
Tatuí,SP,202116,2021-04-23,5114,10,254,1
Avaré,SP,202116,2021-04-24,5641,0,121,0
Botucatu,SP,202116,2021-04-24,10778,0,193,0
Jaú,SP,202116,2021-04-24,6967,0,346,0
Tatuí,SP,202116,2021-04-24,5114,0,254,0
Avaré,SP,202117,2021-04-25,5796,155,122,1
Botucatu,SP,202117,2021-04-25,10803,25,194,1
Jaú,SP,202117,2021-04-25,7022,55,346,0
Tatuí,SP,202117,2021-04-25,5132,18,262,8
Avaré,SP,202117,2021-04-26,5805,9,122,0
Botucatu,SP,202117,2021-04-26,10808,5,194,0
Jaú,SP,202117,2021-04-26,7023,1,346,0
Tatuí,SP,202117,2021-04-26,5132,0,262,0
Avaré,SP,202117,2021-04-27,5877,72,132,10
Botucatu,SP,202117,2021-04-27,10845,37,197,3
Jaú,SP,202117,2021-04-27,7046,23,347,1
Tatuí,SP,202117,2021-04-27,5148,16,265,3
Avaré,SP,202117,2021-04-28,5951,74,136,4
Botucatu,SP,202117,2021-04-28,10879,34,199,2
Jaú,SP,202117,2021-04-28,7070,24,348,1
Tatuí,SP,202117,2021-04-28,5155,7,266,1
Avaré,SP,202117,2021-04-29,5989,38,137,1
Botucatu,SP,202117,2021-04-29,10904,25,204,5
Jaú,SP,202117,2021-04-29,7085,15,349,1
Tatuí,SP,202117,2021-04-29,5163,8,267,1
Avaré,SP,202117,2021-04-30,6069,80,137,0
Botucatu,SP,202117,2021-04-30,10939,35,204,0
Jaú,SP,202117,2021-04-30,7107,22,351,2
Tatuí,SP,202117,2021-04-30,5176,13,267,0
Avaré,SP,202117,2021-05-01,6069,0,137,0
Botucatu,SP,202117,2021-05-01,10939,0,204,0
Jaú,SP,202117,2021-05-01,7107,0,351,0
Tatuí,SP,202117,2021-05-01,5176,0,267,0
Avaré,SP,202118,2021-05-02,6163,94,137,0
Botucatu,SP,202118,2021-05-02,10960,21,205,1
Jaú,SP,202118,2021-05-02,7132,25,352,1
Tatuí,SP,202118,2021-05-02,5205,29,269,2
Avaré,SP,202118,2021-05-03,6189,26,137,0
Botucatu,SP,202118,2021-05-03,10968,8,205,0
Jaú,SP,202118,2021-05-03,7136,4,352,0
Tatuí,SP,202118,2021-05-03,5206,1,269,0
Avaré,SP,202118,2021-05-04,6246,57,139,2
Botucatu,SP,202118,2021-05-04,11035,67,207,2
Jaú,SP,202118,2021-05-04,7141,5,352,0
Tatuí,SP,202118,2021-05-04,5224,18,273,4
Avaré,SP,202118,2021-05-05,6299,53,140,1
Botucatu,SP,202118,2021-05-05,11071,36,208,1
Jaú,SP,202118,2021-05-05,7141,0,361,9
Tatuí,SP,202118,2021-05-05,5234,10,276,3
Avaré,SP,202118,2021-05-06,6346,47,141,1
Botucatu,SP,202118,2021-05-06,11125,54,210,2
Jaú,SP,202118,2021-05-06,7148,7,371,10
Tatuí,SP,202118,2021-05-06,5243,9,278,2
Avaré,SP,202118,2021-05-07,6483,137,144,3
Botucatu,SP,202118,2021-05-07,11163,38,210,0
Jaú,SP,202118,2021-05-07,7157,9,372,1
Tatuí,SP,202118,2021-05-07,5259,16,282,4
Avaré,SP,202118,2021-05-08,6564,81,145,1
Botucatu,SP,202118,2021-05-08,11204,41,211,1
Jaú,SP,202118,2021-05-08,7172,15,373,1
Tatuí,SP,202118,2021-05-08,5266,7,285,3
Avaré,SP,202119,2021-05-09,6615,51,145,0
Botucatu,SP,202119,2021-05-09,11214,10,211,0
Jaú,SP,202119,2021-05-09,7177,5,373,0
Tatuí,SP,202119,2021-05-09,5270,4,285,0
Avaré,SP,202119,2021-05-10,6646,31,145,0
Botucatu,SP,202119,2021-05-10,11237,23,211,0
Jaú,SP,202119,2021-05-10,7178,1,373,0
Tatuí,SP,202119,2021-05-10,5270,0,285,0
Avaré,SP,202119,2021-05-11,6713,67,148,3
Botucatu,SP,202119,2021-05-11,11306,69,211,0
Jaú,SP,202119,2021-05-11,7199,21,387,14
Tatuí,SP,202119,2021-05-11,5278,8,287,2
Avaré,SP,202119,2021-05-12,6774,61,150,2
Botucatu,SP,202119,2021-05-12,11333,27,211,0
Jaú,SP,202119,2021-05-12,7207,8,395,8
Tatuí,SP,202119,2021-05-12,5285,7,288,1
Avaré,SP,202119,2021-05-13,6850,76,150,0
Botucatu,SP,202119,2021-05-13,11419,86,211,0
Jaú,SP,202119,2021-05-13,7243,36,396,1
Tatuí,SP,202119,2021-05-13,5299,14,290,2
Avaré,SP,202119,2021-05-14,6903,53,153,3
Botucatu,SP,202119,2021-05-14,11492,73,211,0
Jaú,SP,202119,2021-05-14,7251,8,399,3
Tatuí,SP,202119,2021-05-14,5312,13,293,3
Avaré,SP,202119,2021-05-15,6969,66,154,1
Botucatu,SP,202119,2021-05-15,11533,41,211,0
Jaú,SP,202119,2021-05-15,7282,31,399,0
Tatuí,SP,202119,2021-05-15,5321,9,293,0
Avaré,SP,202120,2021-05-16,6969,0,154,0
Botucatu,SP,202120,2021-05-16,11533,0,211,0
Jaú,SP,202120,2021-05-16,7282,0,399,0
Tatuí,SP,202120,2021-05-16,5321,0,293,0
Avaré,SP,202120,2021-05-17,7040,71,154,0
Botucatu,SP,202120,2021-05-17,11570,37,211,0
Jaú,SP,202120,2021-05-17,7288,6,399,0
Tatuí,SP,202120,2021-05-17,5331,10,293,0
Avaré,SP,202120,2021-05-18,7130,90,158,4
Botucatu,SP,202120,2021-05-18,11612,42,213,2
Jaú,SP,202120,2021-05-18,7312,24,401,2
Tatuí,SP,202120,2021-05-18,5342,11,300,7
Avaré,SP,202120,2021-05-19,7205,75,160,2
Botucatu,SP,202120,2021-05-19,11663,51,215,2
Jaú,SP,202120,2021-05-19,7325,13,403,2
Tatuí,SP,202120,2021-05-19,5361,19,301,1
Avaré,SP,202120,2021-05-20,7281,76,160,0
Botucatu,SP,202120,2021-05-20,11716,53,217,2
Jaú,SP,202120,2021-05-20,7353,28,408,5
Tatuí,SP,202120,2021-05-20,5377,16,303,2
Avaré,SP,202120,2021-05-21,7341,60,161,1
Botucatu,SP,202120,2021-05-21,11754,38,218,1
Jaú,SP,202120,2021-05-21,7385,32,416,8
Tatuí,SP,202120,2021-05-21,5394,17,303,0
Avaré,SP,202120,2021-05-22,7394,53,161,0
Botucatu,SP,202120,2021-05-22,11799,45,219,1
Jaú,SP,202120,2021-05-22,7412,27,416,0
Tatuí,SP,202120,2021-05-22,5412,18,303,0
Avaré,SP,202121,2021-05-23,7472,78,161,0
Botucatu,SP,202121,2021-05-23,11809,10,219,0
Jaú,SP,202121,2021-05-23,7426,14,416,0
Tatuí,SP,202121,2021-05-23,5416,4,303,0
Avaré,SP,202121,2021-05-24,7495,23,161,0
Botucatu,SP,202121,2021-05-24,11816,7,220,1
Jaú,SP,202121,2021-05-24,7427,1,416,0
Tatuí,SP,202121,2021-05-24,5422,6,303,0
Avaré,SP,202121,2021-05-25,7579,84,166,5
Botucatu,SP,202121,2021-05-25,11898,82,221,1
Jaú,SP,202121,2021-05-25,7453,26,423,7
Tatuí,SP,202121,2021-05-25,5451,29,307,4
Avaré,SP,202121,2021-05-26,7681,102,167,1
Botucatu,SP,202121,2021-05-26,11946,48,224,3
Jaú,SP,202121,2021-05-26,7469,16,424,1
Tatuí,SP,202121,2021-05-26,5471,20,309,2
Avaré,SP,202121,2021-05-27,7747,66,168,1
Botucatu,SP,202121,2021-05-27,12009,63,226,2
Jaú,SP,202121,2021-05-27,7475,6,425,1
Tatuí,SP,202121,2021-05-27,5483,12,314,5
Avaré,SP,202121,2021-05-28,7754,7,170,2
Botucatu,SP,202121,2021-05-28,12008,-1,224,-2
Jaú,SP,202121,2021-05-28,7479,4,425,0
Tatuí,SP,202121,2021-05-28,5487,4,319,5
Avaré,SP,202121,2021-05-29,7818,64,170,0
Botucatu,SP,202121,2021-05-29,12049,41,229,5
Jaú,SP,202121,2021-05-29,7507,28,426,1
Tatuí,SP,202121,2021-05-29,5507,20,321,2
Avaré,SP,202122,2021-05-30,7867,49,170,0
Botucatu,SP,202122,2021-05-30,12069,20,229,0
Jaú,SP,202122,2021-05-30,7529,22,426,0
Tatuí,SP,202122,2021-05-30,5511,4,321,0
Avaré,SP,202122,2021-05-31,7885,18,170,0
Botucatu,SP,202122,2021-05-31,12086,17,229,0
Jaú,SP,202122,2021-05-31,7534,5,426,0
Tatuí,SP,202122,2021-05-31,5517,6,321,0
Avaré,SP,202122,2021-06-01,7885,0,170,0
Botucatu,SP,202122,2021-06-01,12086,0,229,0
Jaú,SP,202122,2021-06-01,7534,0,426,0
Tatuí,SP,202122,2021-06-01,5517,0,321,0
Avaré,SP,202122,2021-06-02,8122,237,174,4
Botucatu,SP,202122,2021-06-02,12225,139,233,4
Jaú,SP,202122,2021-06-02,7617,83,429,3
Tatuí,SP,202122,2021-06-02,5556,39,327,6
Avaré,SP,202122,2021-06-03,8235,113,176,2
Botucatu,SP,202122,2021-06-03,12293,68,235,2
Jaú,SP,202122,2021-06-03,7647,30,431,2
Tatuí,SP,202122,2021-06-03,5567,11,328,1
Avaré,SP,202122,2021-06-04,8243,8,176,0
Botucatu,SP,202122,2021-06-04,12297,4,235,0
Jaú,SP,202122,2021-06-04,7655,8,431,0
Tatuí,SP,202122,2021-06-04,5570,3,328,0
Avaré,SP,202122,2021-06-05,8342,99,177,1
Botucatu,SP,202122,2021-06-05,12319,22,237,2
Jaú,SP,202122,2021-06-05,7678,23,431,0
Tatuí,SP,202122,2021-06-05,5578,8,332,4
Avaré,SP,202123,2021-06-06,8399,57,177,0
Botucatu,SP,202123,2021-06-06,12327,8,237,0
Jaú,SP,202123,2021-06-06,7710,32,431,0
Tatuí,SP,202123,2021-06-06,5588,10,332,0
Avaré,SP,202123,2021-06-07,8436,37,177,0
Botucatu,SP,202123,2021-06-07,12333,6,237,0
Jaú,SP,202123,2021-06-07,7714,4,431,0
Tatuí,SP,202123,2021-06-07,5591,3,332,0
Avaré,SP,202123,2021-06-08,8479,43,183,6
Botucatu,SP,202123,2021-06-08,12357,24,242,5
Jaú,SP,202123,2021-06-08,7732,18,432,1
Tatuí,SP,202123,2021-06-08,5594,3,333,1
Avaré,SP,202123,2021-06-09,8500,21,185,2
Botucatu,SP,202123,2021-06-09,12366,9,246,4
Jaú,SP,202123,2021-06-09,7739,7,432,0
Tatuí,SP,202123,2021-06-09,5629,35,340,7
Avaré,SP,202123,2021-06-10,8582,82,187,2
Botucatu,SP,202123,2021-06-10,12425,59,249,3
Jaú,SP,202123,2021-06-10,7781,42,432,0
Tatuí,SP,202123,2021-06-10,5640,11,341,1
Avaré,SP,202123,2021-06-11,8650,68,190,3
Botucatu,SP,202123,2021-06-11,12554,129,250,1
Jaú,SP,202123,2021-06-11,7808,27,435,3
Tatuí,SP,202123,2021-06-11,5663,23,347,6
Avaré,SP,202123,2021-06-12,8700,50,191,1
Botucatu,SP,202123,2021-06-12,12655,101,252,2
Jaú,SP,202123,2021-06-12,7848,40,435,0
Tatuí,SP,202123,2021-06-12,5681,18,347,0
Avaré,SP,202124,2021-06-13,8757,57,191,0
Botucatu,SP,202124,2021-06-13,12665,10,252,0
Jaú,SP,202124,2021-06-13,7868,20,442,7
Tatuí,SP,202124,2021-06-13,5690,9,353,6
Avaré,SP,202124,2021-06-14,8757,0,191,0
Botucatu,SP,202124,2021-06-14,12665,0,252,0
Jaú,SP,202124,2021-06-14,7868,0,442,0
Tatuí,SP,202124,2021-06-14,5690,0,353,0
Avaré,SP,202124,2021-06-15,8909,152,201,10
Botucatu,SP,202124,2021-06-15,12767,102,254,2
Jaú,SP,202124,2021-06-15,7908,40,442,0
Tatuí,SP,202124,2021-06-15,5721,31,361,8
Avaré,SP,202124,2021-06-16,8972,63,203,2
Botucatu,SP,202124,2021-06-16,12941,174,254,0
Jaú,SP,202124,2021-06-16,7956,48,447,5
Tatuí,SP,202124,2021-06-16,5740,19,363,2
Avaré,SP,202124,2021-06-17,8972,0,203,0
Botucatu,SP,202124,2021-06-17,12941,0,254,0
Jaú,SP,202124,2021-06-17,7956,0,447,0
Tatuí,SP,202124,2021-06-17,5740,0,363,0
Avaré,SP,202124,2021-06-18,9144,172,207,4
Botucatu,SP,202124,2021-06-18,13121,180,259,5
Jaú,SP,202124,2021-06-18,8032,76,452,5
Tatuí,SP,202124,2021-06-18,5780,40,368,5
Avaré,SP,202124,2021-06-19,9268,124,210,3
Botucatu,SP,202124,2021-06-19,13195,74,260,1
Jaú,SP,202124,2021-06-19,8076,44,458,6
Tatuí,SP,202124,2021-06-19,5795,15,370,2
Avaré,SP,202125,2021-06-20,9354,86,210,0
Botucatu,SP,202125,2021-06-20,13207,12,260,0
Jaú,SP,202125,2021-06-20,8101,25,458,0
Tatuí,SP,202125,2021-06-20,5804,9,374,4
Avaré,SP,202125,2021-06-21,9366,12,210,0
Botucatu,SP,202125,2021-06-21,13216,9,260,0
Jaú,SP,202125,2021-06-21,8112,11,458,0
Tatuí,SP,202125,2021-06-21,5805,1,374,0
Avaré,SP,202125,2021-06-22,9504,138,214,4
Botucatu,SP,202125,2021-06-22,13330,114,262,2
Jaú,SP,202125,2021-06-22,8146,34,458,0
Tatuí,SP,202125,2021-06-22,5837,32,375,1
Avaré,SP,202125,2021-06-23,9672,168,216,2
Botucatu,SP,202125,2021-06-23,13407,77,264,2
Jaú,SP,202125,2021-06-23,8178,32,458,0
Tatuí,SP,202125,2021-06-23,5848,11,379,4
Avaré,SP,202125,2021-06-24,9749,77,216,0
Botucatu,SP,202125,2021-06-24,13433,26,265,1
Jaú,SP,202125,2021-06-24,8279,101,465,7
Tatuí,SP,202125,2021-06-24,5867,19,382,3
Avaré,SP,202125,2021-06-25,9809,60,216,0
Botucatu,SP,202125,2021-06-25,13782,349,265,0
Jaú,SP,202125,2021-06-25,8353,74,471,6
Tatuí,SP,202125,2021-06-25,5888,21,383,1
Avaré,SP,202125,2021-06-26,9855,46,219,3
Botucatu,SP,202125,2021-06-26,14302,520,268,3
Jaú,SP,202125,2021-06-26,8426,73,478,7
Tatuí,SP,202125,2021-06-26,5917,29,386,3
Avaré,SP,202126,2021-06-27,9915,60,219,0
Botucatu,SP,202126,2021-06-27,14310,8,268,0
Jaú,SP,202126,2021-06-27,8442,16,478,0
Tatuí,SP,202126,2021-06-27,5923,6,387,1
Avaré,SP,202126,2021-06-28,9915,0,219,0
Botucatu,SP,202126,2021-06-28,14310,0,268,0
Jaú,SP,202126,2021-06-28,8442,0,478,0
Tatuí,SP,202126,2021-06-28,5923,0,387,0
