nome_munic,porcentagem_vacinada,doses_aplicadas,populacao,datahora,latitude,longitude,casos,obitos,casos_pc,obitos_pc
BOTUCATU,0.817693918,121125,148130,2021-06-30,-22.8837,-48.4437,15154,271,10737.2373968186,192.014737662522
SERRANA,0.75698887,34552,45644,2021-06-30,-21.2043,-47.5952,4249,89,9562.49718683891,200.29706981140598
TURMALINA,0.699882075,1187,1696,2021-06-30,-20.0486,-50.4792,169,4,9362.88088642659,221.606648199446
FLORA RICA,0.6685314689999999,956,1430,2021-06-30,-21.6727,-51.3821,121,4,7614.852108244179,251.730648206419
URU,0.66782307,770,1153,2021-06-30,-21.7866,-49.2848,156,3,12924.6064623032,248.550124275062
BORÁ,0.6575179,551,838,2021-06-30,-22.2696,-50.5409,117,1,14408.866995073899,123.15270935960599
SANTANA DA PONTE PENSA,0.644171779,945,1467,2021-06-30,-20.2523,-50.8014,45,2,2982.10735586481,132.538104705103
ARCO-ÍRIS,0.643542019,1141,1773,2021-06-30,-21.7728,-50.466,143,8,7874.44933920705,440.52863436123397
NOVA CANAÃ PAULISTA,0.6387688979999999,1183,1852,2021-06-30,-20.3836,-50.9483,246,4,12700.0516262261,206.50490449148202
ADOLFO,0.633933596,2253,3554,2021-06-30,-21.2325,-49.6451,527,14,15288.6568030171,406.150275601973
ÁGUAS DE SÃO PEDRO,0.61971031,2182,3521,2021-06-30,-22.5977,-47.8734,322,7,10313.9013452915,224.215246636771
SANTA RITA D'OESTE,0.618415762,1538,2487,2021-06-30,-20.1414,-50.8358,265,7,11023.2945091514,291.181364392679
ASPÁSIA,0.602860286,1096,1818,2021-06-30,-20.16,-50.728,182,5,10311.6147308782,283.28611898017
FLOREAL,0.602758621,1748,2900,2021-06-30,-20.6752,-50.1513,200,6,7002.80112044818,210.084033613445
SÃO JOÃO DO PAU D'ALHO,0.6,1260,2100,2021-06-30,-21.2662,-51.6672,155,0,7808.564231738041,0.0
APARECIDA D'OESTE,0.598364598,2488,4158,2021-06-30,-20.4487,-50.8835,722,13,17473.3785091965,314.617618586641
PEDRANÓPOLIS,0.596533656,1480,2481,2021-06-30,-20.2474,-50.1129,223,5,9207.26672171759,206.440957886045
DOLCINÓPOLIS,0.590435606,1247,2112,2021-06-30,-20.124,-50.5149,197,6,9656.86274509804,294.117647058824
FLORÍNEA,0.588767433,1562,2653,2021-06-30,-22.868,-50.6814,337,9,12467.6285608583,332.963374028857
INDIAPORÃ,0.585692229,2276,3886,2021-06-30,-19.979,-50.2909,317,9,8225.22055007784,233.52361183186298
SANTA SALETE,0.585051546,908,1552,2021-06-30,-20.2429,-50.6887,176,4,12222.222222222199,277.777777777778
ÁLVARES FLORENCE,0.583219084,2127,3647,2021-06-30,-20.3203,-49.9141,469,14,12952.2231427782,386.633526650097
SÃO FRANCISCO,0.581469649,1638,2817,2021-06-30,-20.3623,-50.6952,223,9,8330.220395965629,336.197235711617
ALFREDO MARCONDES,0.574330784,2403,4184,2021-06-30,-21.9527,-51.414,245,10,6238.85918003565,254.64731347084302
PARISI,0.573997234,1245,2169,2021-06-30,-20.3034,-50.0163,388,15,18889.970788705,730.282375851996
CRUZÁLIA,0.573802542,1174,2046,2021-06-30,-22.7373,-50.7909,152,4,7179.971658006609,188.94662257912103
OSCAR BRESSANE,0.5716480979999999,1488,2603,2021-06-30,-22.3149,-50.2811,273,7,10859.188544152701,278.440731901352
PRESIDENTE BERNARDES,0.569377256,7415,13023,2021-06-30,-22.0082,-51.5565,1199,33,8739.06705539359,240.52478134110802
DIVINOLÂNDIA,0.567382284,6290,11086,2021-06-30,-21.6637,-46.7361,1239,46,11381.5910343561,422.56108763549497
NEVES PAULISTA,0.566289365,5053,8923,2021-06-30,-20.843,-49.6358,1292,38,14988.3990719258,440.83526682134595
GUARANI D'OESTE,0.564064064,1127,1998,2021-06-30,-20.0746,-50.3411,174,4,9053.06971904266,208.116545265349
POPULINA,0.55756262,2315,4152,2021-06-30,-19.9453,-50.538,210,5,5256.57071339174,125.156445556946
DIRCE REIS,0.557531962,1003,1799,2021-06-30,-20.4642,-50.6073,156,3,9085.61444379732,174.72335468840998
SANTA CLARA D'OESTE,0.5570279220000001,1177,2113,2021-06-30,-20.09,-50.9491,226,14,11266.2013958126,697.90628115653
SANTOS,0.5561528029999999,241179,433656,2021-06-30,-23.9535,-46.335,54594,1889,12734.6904500318,440.631392829068
RIBEIRÃO DOS ÍNDIOS,0.550359712,1224,2224,2021-06-30,-21.8382,-51.6103,69,5,3222.79308734236,233.535730966838
LOURDES,0.549130435,1263,2300,2021-06-30,-20.966,-50.2263,257,4,11778.1851512374,183.31805682859797
MARINÓPOLIS,0.547008547,1152,2106,2021-06-30,-20.4389,-50.8254,194,3,9251.31139723414,143.061516452074
COSMORAMA,0.546451082,3988,7298,2021-06-30,-20.4755,-49.7827,632,35,9032.44247534658,500.21437759039594
MACEDÔNIA,0.543336945,2006,3692,2021-06-30,-20.1444,-50.1973,349,19,9764.96922216004,531.617235590375
MESÓPOLIS,0.5422572179999999,1033,1905,2021-06-30,-19.9684,-50.6326,179,2,9455.890121500259,105.65240359218201
MIRA ESTRELA,0.541854475,1683,3106,2021-06-30,-19.9789,-50.139,319,11,10854.031983667901,374.276964954066
SANTA CRUZ DA CONCEIÇÃO,0.541153169,2459,4544,2021-06-30,-22.1405,-47.4512,593,13,13635.3184640147,298.919291791216
LAGOINHA,0.541010432,2645,4889,2021-06-30,-23.0846,-45.1944,193,7,4004.9802863664704,145.25835235526
MENDONÇA,0.539802336,3004,5565,2021-06-30,-21.1757,-49.5791,825,28,16359.3099345628,555.225064445766
RUBINÉIA,0.539432177,1710,3170,2021-06-30,-20.1759,-51.007,365,6,12211.441953830701,200.736032117765
JALES,0.538342717,26487,49201,2021-06-30,-20.2672,-50.5494,5798,196,12269.860752528899,414.779701189317
ÓLEO,0.538243626,1330,2471,2021-06-30,-22.9435,-49.3419,98,1,3878.1163434903,39.5726157499011
MAGDA,0.5341715020000001,1657,3102,2021-06-30,-20.6445,-50.2305,219,6,7091.9689119171,194.300518134715
NOVA GUATAPORANGA,0.5337634410000001,1241,2325,2021-06-30,-21.332,-51.6447,207,3,9447.74075764491,136.923779096303
CÂNDIDO RODRIGUES,0.532690247,1491,2799,2021-06-30,-21.3275,-48.6327,131,7,4899.02767389678,261.78010471204203
SANTA RITA DO PASSA QUATRO,0.532681159,14702,27600,2021-06-30,-21.7083,-47.478,1576,34,5973.09077127156,128.86109531931
ADAMANTINA,0.532653584,18702,35111,2021-06-30,-21.682,-51.0737,3322,104,9801.14474538266,306.838968549006
MONÇÕES,0.5319805910000001,1206,2267,2021-06-30,-20.8509,-50.0975,225,5,10344.827586206899,229.885057471264
PONGAÍ,0.531176471,1806,3400,2021-06-30,-21.7396,-49.3604,319,9,9519.546404058492,268.57654431513
SANTA ALBERTINA,0.528063766,3180,6022,2021-06-30,-20.0311,-50.7297,571,20,10066.995768688299,352.609308885755
TRÊS FRONTEIRAS,0.527949246,3079,5832,2021-06-30,-20.2344,-50.8905,714,26,12871.8226068145,468.72183162069604
TIMBURI,0.527149321,1398,2652,2021-06-30,-23.2057,-49.6096,118,4,4614.782948768089,156.433320297223
PALMEIRA D'OESTE,0.524981034,4844,9227,2021-06-30,-20.4148,-50.7632,665,13,7283.680175246441,142.387732749179
CÁSSIA DOS COQUEIROS,0.5241516970000001,1313,2505,2021-06-30,-21.2801,-47.1643,235,1,9418.8376753507,40.0801603206413
ILHA SOLTEIRA,0.523368673,14020,26788,2021-06-30,-20.4326,-51.3426,2420,86,9398.78825539848,334.006524778624
PEDRINHAS PAULISTA,0.522089649,1619,3101,2021-06-30,-22.8174,-50.7933,386,5,12823.9202657807,166.112956810631
FERNANDÓPOLIS,0.519884153,36081,69402,2021-06-30,-20.2806,-50.2471,9903,270,14979.1263310745,408.397870280736
TORRE DE PEDRA,0.519818332,1259,2422,2021-06-30,-23.2462,-48.1955,111,8,4784.482758620689,344.82758620689697
CEDRAL,0.518510593,4846,9346,2021-06-30,-20.9009,-49.2664,1120,24,12675.418741512,271.616115889543
GÁLIA,0.5175871639999999,3355,6482,2021-06-30,-22.2918,-49.5504,483,16,7359.4392808167,243.790949261009
MERIDIANO,0.516213389,1974,3824,2021-06-30,-20.3579,-50.1811,311,26,8317.73201390746,695.3730944102699
BARÃO DE ANTONINA,0.51572327,1804,3498,2021-06-30,-23.6284,-49.5634,407,8,12030.7419450192,236.476500147798
SANTA FÉ DO SUL,0.5156158829999999,16790,32563,2021-06-30,-20.2083,-50.932,4234,92,13744.9681859499,298.662511362161
CORONEL MACEDO,0.514994606,2387,4635,2021-06-30,-23.6261,-49.31,482,19,9952.50877555234,392.318810654553
DUARTINA,0.514678678,6399,12433,2021-06-30,-22.4146,-49.4084,905,25,7557.411273486429,208.768267223382
TUPÃ,0.514030807,33705,65570,2021-06-30,-21.9335,-50.5191,6302,228,10028.1654281304,362.808904730837
ROSANA,0.5128063389999999,8349,16281,2021-06-30,-22.5782,-53.0603,1167,39,6346.8755098711,212.106379507261
ITAOCA,0.512312312,1706,3330,2021-06-30,-24.6393,-48.8413,235,8,7376.0200878845,251.098556183302
GABRIEL MONTEIRO,0.5115273779999999,1420,2776,2021-06-30,-21.5294,-50.5573,258,6,9612.51862891207,223.54694485841998
DRACENA,0.5107880020000001,24029,47043,2021-06-30,-21.4843,-51.535,5049,224,11221.2468052006,497.833092565841
SÃO JOÃO DA BOA VISTA,0.508777283,46691,91771,2021-06-30,-21.9707,-46.7944,7491,241,8576.82619647355,275.9331348752
RIBEIRÃO DO SUL,0.5076007929999999,2304,4539,2021-06-30,-22.789,-49.933,615,10,14105.504587156001,229.357798165138
ILHA COMPRIDA,0.507305052,5764,11362,2021-06-30,-24.7307,-47.5383,1179,40,11451.048951048899,388.500388500389
TURIÚBA,0.5069306929999999,1024,2020,2021-06-30,-20.9428,-50.1135,174,4,9100.41841004184,209.20502092050202
FERNÃO,0.506658946,875,1727,2021-06-30,-22.3607,-49.5187,203,0,12310.491206792,0.0
MARAPOAMA,0.506201044,1551,3064,2021-06-30,-21.2587,-49.13,445,14,15313.1452167928,481.76187198898805
RIVERSUL,0.5059709720000001,2754,5443,2021-06-30,-23.829,-49.429,508,26,8904.46976336547,455.74057843996496
ESTRELA D'OESTE,0.505285663,4254,8419,2021-06-30,-20.2875,-50.4049,1231,25,15208.796639486001,308.870768470472
VITÓRIA BRASIL,0.503250271,929,1846,2021-06-30,-20.1956,-50.4875,205,7,11647.7272727273,397.72727272727303
URÂNIA,0.501754386,4576,9120,2021-06-30,-20.2455,-50.6455,1166,32,13540.819881546899,371.617698292881
CATANDUVA,0.501195948,61395,122497,2021-06-30,-21.1314,-48.977,12677,538,10815.9991809293,459.020869238776
GENERAL SALGADO,0.501104769,5443,10862,2021-06-30,-20.6485,-50.364,884,33,8302.02854996243,309.917355371901
SÃO CAETANO DO SUL,0.5010404,81147,161957,2021-06-30,-23.6229,-46.5548,17142,803,11334.003332363602,530.930152601095
VOTUPORANGA,0.499171369,47590,95338,2021-06-30,-20.4237,-49.9781,12946,392,14108.544027898899,427.20139494333
MONTE CASTELO,0.498319731,2076,4166,2021-06-30,-21.2981,-51.5679,544,15,13630.6690052618,375.84565271861703
PIRATININGA,0.497711587,6851,13765,2021-06-30,-22.4142,-49.1339,844,31,6387.64852796488,234.617422235677
ALTO ALEGRE,0.49755381600000004,2034,4088,2021-06-30,-21.5811,-50.168,350,20,8712.96987801842,497.88399302962404
RIFAINA,0.49642857100000004,1807,3640,2021-06-30,-20.0803,-47.4291,428,11,12341.4071510957,317.185697808535
ITAJOBI,0.49637183799999995,7593,15297,2021-06-30,-21.3123,-49.0629,2074,45,14191.8708088135,307.92390858081296
MURUTINGA DO SUL,0.496005326,2235,4506,2021-06-30,-20.9908,-51.2774,352,13,8222.377949077321,303.667367437515
NHANDEARA,0.495185217,5708,11527,2021-06-30,-20.6945,-50.0436,1224,42,11352.253756260401,389.538119087368
LUTÉCIA,0.49468892299999995,1304,2636,2021-06-30,-22.3384,-50.394,201,5,7668.828691339179,190.76688286913398
AREALVA,0.494252874,4257,8613,2021-06-30,-22.031,-48.9135,931,14,11359.199609565601,170.81503172279199
PONTES GESTAL,0.493985254,1273,2577,2021-06-30,-20.1727,-49.7064,334,8,13212.0253164557,316.455696202532
EMILIANÓPOLIS,0.49364735,1593,3227,2021-06-30,-21.8314,-51.4832,348,7,11342.894393741899,228.161668839635
BILAC,0.49353209299999995,4006,8117,2021-06-30,-21.404,-50.4746,856,13,10951.8935516888,166.32548618219
GUARAÇAÍ,0.493244873,4089,8290,2021-06-30,-21.0292,-51.2119,758,22,9010.936757013791,261.531145981931
PIQUEROBI,0.49283590200000005,1823,3699,2021-06-30,-21.8747,-51.7282,223,3,6308.3451202263095,84.8656294200849
VERA CRUZ,0.49256213600000004,5331,10823,2021-06-30,-22.2183,-49.8207,603,33,5729.76054732041,313.56898517673903
OCAUÇU,0.491959916,2111,4291,2021-06-30,-22.438,-49.922,353,4,8514.23058369513,96.47853352629039
LUCIANÓPOLIS,0.491885144,1182,2403,2021-06-30,-22.4294,-49.522,191,4,8447.589562140649,176.912870411322
SUD MENNUCCI,0.49068323,3792,7728,2021-06-30,-20.6872,-50.9238,860,13,11150.0064825619,168.54660962012198
ÁGUAS DE LINDÓIA,0.489951085,9215,18808,2021-06-30,-22.4733,-46.6314,1854,43,10090.345052792,234.026341569609
DOURADO,0.48896147799999995,4341,8878,2021-06-30,-22.1044,-48.3178,760,17,8960.15090780476,200.424428200896
BASTOS,0.488951463,10245,20953,2021-06-30,-21.921,-50.7357,1352,36,6659.77045465741,177.331165952416
PARANAPUÃ,0.488156288,1999,4095,2021-06-30,-20.1048,-50.5886,399,16,10251.7985611511,411.09969167523104
NATIVIDADE DA SERRA,0.487353207,3237,6642,2021-06-30,-23.3707,-45.4468,179,7,2672.4395341893105,104.50880859958201
PIRAJU,0.487194081,14552,29869,2021-06-30,-23.1981,-49.3803,1768,64,6187.443130118289,223.97984181423698
BADY BASSITT,0.48651539899999996,8641,17761,2021-06-30,-20.9197,-49.4385,3544,70,21703.7173127564,428.685161369343
SANTO ANTÔNIO DO JARDIM,0.48585858600000004,2886,5940,2021-06-30,-22.1121,-46.6845,492,18,8444.90216271885,308.95983522142103
BURITAMA,0.485793646,8395,17281,2021-06-30,-21.0661,-50.1475,2298,62,13846.7100506146,373.58399614364896
ÁGUAS DA PRATA,0.485464055,3991,8221,2021-06-30,-21.9319,-46.7176,570,22,7310.50404001539,282.159805053226
TANABI,0.485307076,12667,26101,2021-06-30,-20.6228,-49.6563,3983,90,15865.3654650468,358.49432383987295
SAGRES,0.485185185,1179,2430,2021-06-30,-21.8823,-50.9594,231,1,9779.84758679085,42.337002540220105
FERNANDO PRESTES,0.485157059,2811,5794,2021-06-30,-21.2661,-48.6874,824,9,14788.2268485284,161.52189519023702
SÃO JOSÉ DO RIO PRETO,0.485101606,225564,464983,2021-06-30,-20.8113,-49.3758,84094,2468,18774.1670461953,550.986328037792
POLONI,0.484704728,2963,6113,2021-06-30,-20.7829,-49.8258,715,14,12616.9048879478,247.04429151226398
SANTA MERCEDES,0.484539585,1426,2943,2021-06-30,-21.3495,-51.7564,174,4,6185.56701030928,142.196942765731
INDIANA,0.484115597,2362,4879,2021-06-30,-22.1738,-51.2555,225,9,4712.04188481675,188.48167539266998
ESTRELA DO NORTE,0.483754513,1340,2770,2021-06-30,-22.4859,-51.6632,327,4,12270.1688555347,150.093808630394
MONTE ALEGRE DO SUL,0.48354087,3922,8111,2021-06-30,-22.6817,-46.681,576,8,7433.21718931475,103.239127629372
SALES,0.483533635,3098,6407,2021-06-30,-21.3427,-49.4897,433,26,7157.02479338843,429.752066115703
PAULISTÂNIA,0.483097056,886,1834,2021-06-30,-22.5768,-49.4008,145,6,8196.721311475409,339.174674957603
TAPIRAÍ,0.4827453,3749,7766,2021-06-30,-23.9612,-47.5062,613,9,7962.072996493051,116.898298480322
MOCOCA,0.481052479,33183,68980,2021-06-30,-21.4647,-47.0024,5274,191,7900.7685047863,286.129462346262
ITABERÁ,0.478489703,8364,17480,2021-06-30,-23.8638,-49.14,2237,59,12700.124900647199,334.960826615192
SEBASTIANÓPOLIS DO SUL,0.47749015200000006,1697,3554,2021-06-30,-20.6523,-49.925,144,6,4372.912238080779,182.20467658669898
IPORANGA,0.477018338,2003,4199,2021-06-30,-24.5847,-48.5971,416,4,9439.528023598821,90.764692534604
DESCALVADO,0.476909466,16172,33910,2021-06-30,-21.9002,-47.6181,3377,60,10413.1976564909,185.01387604070302
SANTO ANTÔNIO DA ALEGRIA,0.476135875,3322,6977,2021-06-30,-21.0864,-47.1464,787,17,11857.7670634323,256.139822208829
OSVALDO CRUZ,0.476121212,15712,33000,2021-06-30,-21.7968,-50.8793,3985,112,12746.6973738925,358.250967597479
PALMITAL,0.476113506,10604,22272,2021-06-30,-22.7858,-50.218,2486,64,11509.7921200056,296.31001435251596
PRESIDENTE PRUDENTE,0.47578905299999996,109608,230371,2021-06-30,-22.1207,-51.3925,26892,781,12164.3077173603,353.27697185997397
IEPÊ,0.475347815,3895,8194,2021-06-30,-22.6602,-51.0779,854,23,10781.4669864916,290.36737785633096
BARRETOS,0.474709565,58310,122833,2021-06-30,-20.5531,-48.5698,15117,455,12805.807806993798,385.43643263757104
SÃO JOSÉ DO RIO PARDO,0.474693418,26167,55124,2021-06-30,-21.5953,-46.8873,3007,73,5651.61823854453,137.20257113859302
ECHAPORÃ,0.47427440600000004,2876,6064,2021-06-30,-22.4326,-50.2038,719,23,11565.0635354673,369.953353707576
PARAPUÃ,0.474198557,5192,10949,2021-06-30,-21.7792,-50.7949,1212,32,11535.1670315028,304.558865518226
MIRASSOLÂNDIA,0.47408009799999995,2332,4919,2021-06-30,-20.6179,-49.4617,535,14,11378.1369629945,297.745640153126
TABAPUÃ,0.473928714,5917,12485,2021-06-30,-20.9602,-49.0307,1647,47,13849.6468213925,395.22367978472903
MARÍLIA,0.473922441,114021,240590,2021-06-30,-22.2171,-49.9501,26504,798,11446.142152586399,344.628034929217
SÃO LUIZ DO PARAITINGA,0.473807297,5065,10690,2021-06-30,-23.222,-45.3109,74,21,700.160847762324,198.69429463525398
AVAÍ,0.473325975,2573,5436,2021-06-30,-22.1514,-49.3356,439,12,8301.8154311649,226.928895612708
BARRA BONITA,0.473038809,17089,36126,2021-06-30,-22.4909,-48.5583,3195,95,9151.05688262588,272.097153004525
AMPARO,0.472391541,34332,72677,2021-06-30,-22.7088,-46.772,6376,133,9155.78914114218,190.98493660161702
SANTO EXPEDITO,0.471770335,1479,3135,2021-06-30,-21.8467,-51.3929,166,4,5585.46433378197,134.589502018843
ÁGUAS DE SANTA BÁRBARA,0.47159928,2881,6109,2021-06-30,-22.8812,-49.2421,471,15,7941.32524026303,252.908447142135
ANDRADINA,0.471329674,26961,57202,2021-06-30,-20.8948,-51.3786,6057,253,10805.6516930103,451.350483462376
BERNARDINO DE CAMPOS,0.47105216,5256,11158,2021-06-30,-23.0164,-49.4679,766,22,7101.140261425791,203.949198108835
ITANHAÉM,0.469176156,48373,103102,2021-06-30,-24.1736,-46.788,5572,260,5642.131696993629,263.272476887714
OUROESTE,0.468450517,4937,10539,2021-06-30,-20.0061,-50.3768,1166,24,11925.9486550066,245.474071801166
SARUTAIÁ,0.468319559,1700,3630,2021-06-30,-23.2721,-49.4763,119,16,3263.85079539221,438.83708173340597
AMÉRICO DE CAMPOS,0.468316335,2801,5981,2021-06-30,-20.2985,-49.7359,965,25,16823.570432357,435.84379358437894
RANCHARIA,0.46831057,13921,29726,2021-06-30,-22.2269,-50.893,3775,88,13086.2828023711,305.05771830693
PARIQUERA-AÇU,0.468032247,9231,19723,2021-06-30,-24.7147,-47.8742,2171,56,11277.3362422731,290.893979533531
SABINO,0.466690417,2620,5614,2021-06-30,-21.4593,-49.5755,265,26,4846.37893196781,475.49378200438906
